REF_AREA,Reference area,Measure,Unit of measure,Sex,Age,TIME_PERIOD
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1971
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1972
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1973
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1974
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1975
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1976
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1977
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1978
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1979
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1980
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1981
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1982
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1983
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1984
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1985
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1986
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1987
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1988
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1989
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1990
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1991
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1992
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1993
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1994
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1995
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1996
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1997
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1998
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1999
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2000
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2001
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2002
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2003
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2004
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2005
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2006
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2007
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2008
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2009
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2010
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2011
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2012
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2013
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2014
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2015
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2016
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2017
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2018
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2019
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2020
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2021
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,2022
HUN,Hungary,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2014
HUN,Hungary,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018
HUN,Hungary,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2020
HUN,Hungary,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2022
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998
HUN,Hungary,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999
