Country Names,REF_AREA,ISO,TIME_PERIOD,Age,% of pop percieved  health,Well-being value,Measure,Unit of measure,65+ values,Mean Exposure to PM2.5 Mg/metere3,POLLUTANT,Total man-made emissions in Tonnes,% of GDP spent on Ed.
Austria,AUT,,2017,,,,,,,,CO,524.6125,
Austria,AUT,,2018,,,,,,,,CO,483.0223,
Austria,AUT,,2019,,,,,,,,CO,495.7112,
Austria,AUT,,2020,,,,,,,,CO,471.9101,
Austria,AUT,,2021,,,,,,,,CO,536.5368,
Austria,AUT,,2022,,,,,,,,CO,479.4776,
Japan,JPN,,1990,,,,,,,,NMVOC,2188.093,
Japan,JPN,,1991,,,,,,,,NMVOC,2145.502,
Japan,JPN,,1992,,,,,,,,NMVOC,2073.641,
Japan,JPN,,1993,,,,,,,,NMVOC,2013.799,
Japan,JPN,,1994,,,,,,,,NMVOC,2010.437,
Japan,JPN,,1995,,,,,,,,NMVOC,1983.613,
Japan,JPN,,1996,,,,,,,,NMVOC,1994.154,
Japan,JPN,,1997,,,,,,,,NMVOC,1926.941,
Japan,JPN,,1998,,,,,,,,NMVOC,1772.878,
Japan,JPN,,1999,,,,,,,,NMVOC,1762.061,
Japan,JPN,,2000,,,,,,,,NMVOC,1781.049,
Japan,JPN,,2001,,,,,,,,NMVOC,1612.544,
Japan,JPN,,2002,,,,,,,,NMVOC,1545.655,
Japan,JPN,,2003,,,,,,,,NMVOC,1485.633,
Japan,JPN,,2004,,,,,,,,NMVOC,1443.148,
Japan,JPN,,2005,,,,,,,,NMVOC,1396.609,
Japan,JPN,,2006,,,,,,,,NMVOC,1360.748,
Japan,JPN,,2007,,,,,,,,NMVOC,1297.682,
Japan,JPN,,2008,,,,,,,,NMVOC,1168.238,
Japan,JPN,,2009,,,,,,,,NMVOC,1069.38,
Japan,JPN,,2010,,,,,,,,NMVOC,1072.443,
Japan,JPN,,2011,,,,,,,,NMVOC,1017.6,
Japan,JPN,,2012,,,,,,,,NMVOC,981.5225,
Japan,JPN,,2013,,,,,,,,NMVOC,978.147,
Japan,JPN,,2014,,,,,,,,NMVOC,945.4922,
Japan,JPN,,2015,,,,,,,,NMVOC,934.8076,
Japan,JPN,,2016,,,,,,,,NMVOC,941.0729,
Japan,JPN,,2017,,,,,,,,NMVOC,925.2065,
Japan,JPN,,2018,,,,,,,,NMVOC,909.6493,
Japan,JPN,,2019,,,,,,,,NMVOC,884.1448,
Japan,JPN,,2020,,,,,,,,NMVOC,821.9535,
Japan,JPN,,2021,,,,,,,,NMVOC,822.5342,
Türkiye,TUR,,1990,,,,,,,,NOX,131.8584,
Türkiye,TUR,,1991,,,,,,,,NOX,138.3168,
Türkiye,TUR,,1992,,,,,,,,NOX,152.6933,
Türkiye,TUR,,1993,,,,,,,,NOX,160.0596,
Türkiye,TUR,,1994,,,,,,,,NOX,1081.4,
Türkiye,TUR,,1995,,,,,,,,NOX,1032.94,
Türkiye,TUR,,1996,,,,,,,,NOX,1182.872,
Türkiye,TUR,,1997,,,,,,,,NOX,1396.044,
Türkiye,TUR,,1998,,,,,,,,NOX,1542.688,
Türkiye,TUR,,1999,,,,,,,,NOX,542.5114,
Türkiye,TUR,,2000,,,,,,,,NOX,1272.633,
Türkiye,TUR,,2001,,,,,,,,NOX,1372.621,
Türkiye,TUR,,2002,,,,,,,,NOX,1053.71,
Türkiye,TUR,,2003,,,,,,,,NOX,793.1015,
Türkiye,TUR,,2004,,,,,,,,NOX,1193.232,
Türkiye,TUR,,2005,,,,,,,,NOX,1079.194,
Türkiye,TUR,,2006,,,,,,,,NOX,1047.211,
Türkiye,TUR,,2007,,,,,,,,NOX,1212.335,
Türkiye,TUR,,2008,,,,,,,,NOX,1125.091,
Türkiye,TUR,,2009,,,,,,,,NOX,1053.173,
Türkiye,TUR,,2010,,,,,,,,NOX,978.7823,
Türkiye,TUR,,2011,,,,,,,,NOX,945.0125,
Türkiye,TUR,,2012,,,,,,,,NOX,938.7489,
Türkiye,TUR,,2013,,,,,,,,NOX,869.6941,
Türkiye,TUR,,2014,,,,,,,,NOX,898.5057,
Türkiye,TUR,,2015,,,,,,,,NOX,960.5381,
Türkiye,TUR,,2016,,,,,,,,NOX,992.7676,
Türkiye,TUR,,2017,,,,,,,,NOX,972.8995,
Türkiye,TUR,,2018,,,,,,,,NOX,958.9879,
Türkiye,TUR,,2019,,,,,,,,NOX,970.3135,
Türkiye,TUR,,2020,,,,,,,,NOX,955.0552,
Türkiye,TUR,,2021,,,,,,,,NOX,977.1391,
Türkiye,TUR,,2022,,,,,,,,NOX,982.9093,
Korea,KOR,,1999,,,,,,,,NOX,1072.323,
Korea,KOR,,2000,,,,,,,,NOX,1122.844,
Korea,KOR,,2001,,,,,,,,NOX,1219.02,
Korea,KOR,,2002,,,,,,,,NOX,1242.265,
Korea,KOR,,2003,,,,,,,,NOX,1362.141,
Korea,KOR,,2004,,,,,,,,NOX,1377.526,
Korea,KOR,,2005,,,,,,,,NOX,1306.724,
Korea,KOR,,2006,,,,,,,,NOX,1274.969,
Korea,KOR,,2007,,,,,,,,NOX,1187.76,
Korea,KOR,,2008,,,,,,,,NOX,1044.925,
Korea,KOR,,2009,,,,,,,,NOX,1014.133,
Korea,KOR,,2010,,,,,,,,NOX,1061.051,
Korea,KOR,,2011,,,,,,,,NOX,1040.017,
Korea,KOR,,2012,,,,,,,,NOX,1075.052,
Korea,KOR,,2013,,,,,,,,NOX,1090.449,
Korea,KOR,,2014,,,,,,,,NOX,1135.59,
Korea,KOR,,2015,,,,,,,,NOX,1154.829,
Korea,KOR,,2016,,,,,,,,NOX,1265.811,
Korea,KOR,,2017,,,,,,,,NOX,1208.296,
Korea,KOR,,2018,,,,,,,,NOX,1142.303,
Korea,KOR,,2019,,,,,,,,NOX,1041.874,
Korea,KOR,,2020,,,,,,,,NOX,926.386,
Korea,KOR,,2021,,,,,,,,NOX,881.709,
Kyrgyzstan,KGZ,,1990,,,,,,,,PM10,25.03638,
Kyrgyzstan,KGZ,,1991,,,,,,,,PM10,21.95465,
Kyrgyzstan,KGZ,,1992,,,,,,,,PM10,16.9366,
Kyrgyzstan,KGZ,,1993,,,,,,,,PM10,13.79486,
Kyrgyzstan,KGZ,,1994,,,,,,,,PM10,10.52053,
Kyrgyzstan,KGZ,,1995,,,,,,,,PM10,26.14639,
Kyrgyzstan,KGZ,,1996,,,,,,,,PM10,26.5939,
Kyrgyzstan,KGZ,,1997,,,,,,,,PM10,26.85267,
Kyrgyzstan,KGZ,,1998,,,,,,,,PM10,26.87105,
Kyrgyzstan,KGZ,,1999,,,,,,,,PM10,30.11306,
Kyrgyzstan,KGZ,,2000,,,,,,,,PM10,30.39798,
Kyrgyzstan,KGZ,,2001,,,,,,,,PM10,30.79531,
Kyrgyzstan,KGZ,,2002,,,,,,,,PM10,31.21831,
Kyrgyzstan,KGZ,,2003,,,,,,,,PM10,30.79767,
Kyrgyzstan,KGZ,,2004,,,,,,,,PM10,31.33947,
Kyrgyzstan,KGZ,,2005,,,,,,,,PM10,31.23015,
Kyrgyzstan,KGZ,,2006,,,,,,,,PM10,31.87274,
Kyrgyzstan,KGZ,,2007,,,,,,,,PM10,32.54115,
Kyrgyzstan,KGZ,,2008,,,,,,,,PM10,35.4453,
Kyrgyzstan,KGZ,,2009,,,,,,,,PM10,35.7287,
Kyrgyzstan,KGZ,,2010,,,,,,,,PM10,35.19436,
Kyrgyzstan,KGZ,,2011,,,,,,,,PM10,38.04777,
Kyrgyzstan,KGZ,,2012,,,,,,,,PM10,39.98743,
Kyrgyzstan,KGZ,,2013,,,,,,,,PM10,41.37218,
Kyrgyzstan,KGZ,,2014,,,,,,,,PM10,46.25747,
Kyrgyzstan,KGZ,,2015,,,,,,,,PM10,45.19982,
Kyrgyzstan,KGZ,,2016,,,,,,,,PM10,43.80753,
Kyrgyzstan,KGZ,,2017,,,,,,,,PM10,45.19682,
Kyrgyzstan,KGZ,,2018,,,,,,,,PM10,49.64165,
Kyrgyzstan,KGZ,,2019,,,,,,,,PM10,50.03353,
Kyrgyzstan,KGZ,,2020,,,,,,,,PM10,47.88503,
Kyrgyzstan,KGZ,,2021,,,,,,,,PM10,49.21026,
Kyrgyzstan,KGZ,,2022,,,,,,,,PM10,51.40606,
Portugal,PRT,,1990,,,,,,,,NOX,257.8638,
Portugal,PRT,,1991,,,,,,,,NOX,272.179,
Portugal,PRT,,1992,,,,,,,,NOX,293.3151,
Portugal,PRT,,1993,,,,,,,,NOX,283.4892,
Portugal,PRT,,1994,,,,,,,,NOX,283.4164,
Portugal,PRT,,1995,,,,,,,,NOX,294.9697,
Portugal,PRT,,1996,,,,,,,,NOX,276.8685,
Portugal,PRT,,1997,,,,,,,,NOX,279.2172,
Portugal,PRT,,1998,,,,,,,,NOX,292.1842,
Portugal,PRT,,1999,,,,,,,,NOX,303.7592,
Portugal,PRT,,2000,,,,,,,,NOX,298.0724,
Portugal,PRT,,2001,,,,,,,,NOX,295.7045,
Portugal,PRT,,2002,,,,,,,,NOX,301.3889,
Portugal,PRT,,2003,,,,,,,,NOX,276.8791,
Portugal,PRT,,2004,,,,,,,,NOX,279.6594,
Portugal,PRT,,2005,,,,,,,,NOX,281.2488,
Portugal,PRT,,2006,,,,,,,,NOX,259.6917,
Portugal,PRT,,2007,,,,,,,,NOX,249.223,
Portugal,PRT,,2008,,,,,,,,NOX,231.3513,
Portugal,PRT,,2009,,,,,,,,NOX,218.8563,
Portugal,PRT,,2010,,,,,,,,NOX,201.874,
Portugal,PRT,,2011,,,,,,,,NOX,184.8253,
Portugal,PRT,,2012,,,,,,,,NOX,171.1584,
Portugal,PRT,,2013,,,,,,,,NOX,167.2789,
Portugal,PRT,,2014,,,,,,,,NOX,164.5026,
Portugal,PRT,,2015,,,,,,,,NOX,166.5984,
Portugal,PRT,,2016,,,,,,,,NOX,158.9923,
Portugal,PRT,,2017,,,,,,,,NOX,161.7812,
Portugal,PRT,,2018,,,,,,,,NOX,156.4591,
Portugal,PRT,,2019,,,,,,,,NOX,151.0345,
Portugal,PRT,,2020,,,,,,,,NOX,133.0235,
Portugal,PRT,,2021,,,,,,,,NOX,134.569,
Italy,ITA,,1990,,,,,,,,PM2_5,235.9726,
Italy,ITA,,1991,,,,,,,,PM2_5,252.7955,
Italy,ITA,,1992,,,,,,,,PM2_5,236.5623,
Italy,ITA,,1993,,,,,,,,PM2_5,237.3702,
Italy,ITA,,1994,,,,,,,,PM2_5,233.1878,
Italy,ITA,,1995,,,,,,,,PM2_5,234.2221,
Italy,ITA,,1996,,,,,,,,PM2_5,222.9567,
Italy,ITA,,1997,,,,,,,,PM2_5,220.1518,
Italy,ITA,,1998,,,,,,,,PM2_5,220.112,
Italy,ITA,,1999,,,,,,,,PM2_5,217.176,
Italy,ITA,,2000,,,,,,,,PM2_5,202.2228,
Italy,ITA,,2001,,,,,,,,PM2_5,194.7989,
Italy,ITA,,2002,,,,,,,,PM2_5,171.2086,
Italy,ITA,,2003,,,,,,,,PM2_5,182.7537,
Italy,ITA,,2004,,,,,,,,PM2_5,161.2957,
Italy,ITA,,2005,,,,,,,,PM2_5,182.6239,
Italy,ITA,,2006,,,,,,,,PM2_5,186.9287,
Italy,ITA,,2007,,,,,,,,PM2_5,214.9928,
Italy,ITA,,2008,,,,,,,,PM2_5,225.1714,
Italy,ITA,,2009,,,,,,,,PM2_5,208.7944,
Italy,ITA,,2010,,,,,,,,PM2_5,206.4437,
Italy,ITA,,2011,,,,,,,,PM2_5,160.4304,
Italy,ITA,,2012,,,,,,,,PM2_5,182.6216,
Italy,ITA,,2013,,,,,,,,PM2_5,176.5744,
Italy,ITA,,2014,,,,,,,,PM2_5,158.861,
Italy,ITA,,2015,,,,,,,,PM2_5,165.3626,
Italy,ITA,,2016,,,,,,,,PM2_5,158.6664,
Italy,ITA,,2017,,,,,,,,PM2_5,166.1458,
Italy,ITA,,2018,,,,,,,,PM2_5,149.8986,
Italy,ITA,,2019,,,,,,,,PM2_5,147.0712,
Italy,ITA,,2020,,,,,,,,PM2_5,139.0588,
Italy,ITA,,2021,,,,,,,,PM2_5,151.3129,
Italy,ITA,,2022,,,,,,,,PM2_5,144.159,
Croatia,HRV,,1990,,,,,,,,PM10,59.21172,
Croatia,HRV,,1991,,,,,,,,PM10,59.27276,
Croatia,HRV,,1992,,,,,,,,PM10,49.59254,
Croatia,HRV,,1993,,,,,,,,PM10,52.37024,
Croatia,HRV,,1994,,,,,,,,PM10,52.82663,
Croatia,HRV,,1995,,,,,,,,PM10,55.37146,
Croatia,HRV,,1996,,,,,,,,PM10,60.01989,
Croatia,HRV,,1997,,,,,,,,PM10,58.93285,
Croatia,HRV,,1998,,,,,,,,PM10,58.08159,
Croatia,HRV,,1999,,,,,,,,PM10,53.89677,
Croatia,HRV,,2000,,,,,,,,PM10,47.74799,
Croatia,HRV,,2001,,,,,,,,PM10,49.58287,
Croatia,HRV,,2002,,,,,,,,PM10,53.03568,
Croatia,HRV,,2003,,,,,,,,PM10,60.16328,
Croatia,HRV,,2004,,,,,,,,PM10,58.13213,
Croatia,HRV,,2005,,,,,,,,PM10,57.5219,
Croatia,HRV,,2006,,,,,,,,PM10,53.70727,
Croatia,HRV,,2007,,,,,,,,PM10,53.15291,
Croatia,HRV,,2008,,,,,,,,PM10,53.75475,
Croatia,HRV,,2009,,,,,,,,PM10,51.88689,
Croatia,HRV,,2010,,,,,,,,PM10,52.23702,
Croatia,HRV,,2011,,,,,,,,PM10,51.34437,
Croatia,HRV,,2012,,,,,,,,PM10,51.02995,
Croatia,HRV,,2013,,,,,,,,PM10,50.46695,
Croatia,HRV,,2014,,,,,,,,PM10,42.20943,
Croatia,HRV,,2015,,,,,,,,PM10,42.63859,
Croatia,HRV,,2016,,,,,,,,PM10,43.26495,
Croatia,HRV,,2017,,,,,,,,PM10,38.68408,
Croatia,HRV,,2018,,,,,,,,PM10,41.39835,
Croatia,HRV,,2019,,,,,,,,PM10,38.86698,
Croatia,HRV,,2020,,,,,,,,PM10,44.39045,
Croatia,HRV,,2021,,,,,,,,PM10,43.87078,
Croatia,HRV,,2022,,,,,,,,PM10,36.46111,
Tajikistan,TJK,,1990,,,,,,,,CO,269.9637,
Tajikistan,TJK,,1991,,,,,,,,CO,238.3221,
Tajikistan,TJK,,1992,,,,,,,,CO,206.6805,
Tajikistan,TJK,,1993,,,,,,,,CO,175.0389,
Tajikistan,TJK,,1994,,,,,,,,CO,143.3973,
Tajikistan,TJK,,1995,,,,,,,,CO,111.7557,
Tajikistan,TJK,,1996,,,,,,,,CO,107.9377,
Tajikistan,TJK,,1997,,,,,,,,CO,104.1196,
Tajikistan,TJK,,1998,,,,,,,,CO,100.3016,
Tajikistan,TJK,,1999,,,,,,,,CO,96.4836,
Tajikistan,TJK,,2000,,,,,,,,CO,118.8163,
Tajikistan,TJK,,2001,,,,,,,,CO,125.0699,
Tajikistan,TJK,,2002,,,,,,,,CO,127.8031,
Tajikistan,TJK,,2003,,,,,,,,CO,133.0643,
Tajikistan,TJK,,2004,,,,,,,,CO,141.9846,
Tajikistan,TJK,,2005,,,,,,,,CO,148.0716,
Tajikistan,TJK,,2006,,,,,,,,CO,152.6647,
Tajikistan,TJK,,2007,,,,,,,,CO,159.0226,
Tajikistan,TJK,,2008,,,,,,,,CO,160.906,
Tajikistan,TJK,,2009,,,,,,,,CO,164.0854,
Tajikistan,TJK,,2010,,,,,,,,CO,167.0807,
Tajikistan,TJK,,2011,,,,,,,,CO,180.1324,
Tajikistan,TJK,,2012,,,,,,,,CO,199.9042,
Tajikistan,TJK,,2013,,,,,,,,CO,214.7728,
Tajikistan,TJK,,2014,,,,,,,,CO,231.2285,
Tajikistan,TJK,,2015,,,,,,,,CO,249.3616,
Tajikistan,TJK,,2016,,,,,,,,CO,246.0015,
Tajikistan,TJK,,2017,,,,,,,,CO,236.2665,
Tajikistan,TJK,,2018,,,,,,,,CO,228.1805,
Tajikistan,TJK,,2019,,,,,,,,CO,217.7664,
Tajikistan,TJK,,2020,,,,,,,,CO,194.909,
Tajikistan,TJK,,2021,,,,,,,,CO,207.865,
Tajikistan,TJK,,2022,,,,,,,,CO,165.0782,
New Zealand,NZL,,1990,,,,,,,,SOX,58.59769,
New Zealand,NZL,,1991,,,,,,,,SOX,56.47702,
New Zealand,NZL,,1992,,,,,,,,SOX,61.20224,
New Zealand,NZL,,1993,,,,,,,,SOX,59.78766,
New Zealand,NZL,,1994,,,,,,,,SOX,60.36649,
New Zealand,NZL,,1995,,,,,,,,SOX,63.26973,
New Zealand,NZL,,1996,,,,,,,,SOX,62.23944,
New Zealand,NZL,,1997,,,,,,,,SOX,59.94057,
New Zealand,NZL,,1998,,,,,,,,SOX,58.47758,
New Zealand,NZL,,1999,,,,,,,,SOX,62.58333,
New Zealand,NZL,,2000,,,,,,,,SOX,65.9972,
New Zealand,NZL,,2001,,,,,,,,SOX,70.51286,
New Zealand,NZL,,2002,,,,,,,,SOX,71.40985,
New Zealand,NZL,,2003,,,,,,,,SOX,84.66291,
New Zealand,NZL,,2004,,,,,,,,SOX,81.04987,
New Zealand,NZL,,2005,,,,,,,,SOX,87.53338,
New Zealand,NZL,,2006,,,,,,,,SOX,84.02316,
New Zealand,NZL,,2007,,,,,,,,SOX,77.11977,
New Zealand,NZL,,2008,,,,,,,,SOX,82.83392,
New Zealand,NZL,,2009,,,,,,,,SOX,70.47875,
New Zealand,NZL,,2010,,,,,,,,SOX,68.67859,
New Zealand,NZL,,2011,,,,,,,,SOX,69.05786,
New Zealand,NZL,,2012,,,,,,,,SOX,73.88461,
New Zealand,NZL,,2013,,,,,,,,SOX,71.26913,
New Zealand,NZL,,2014,,,,,,,,SOX,69.80299,
New Zealand,NZL,,2015,,,,,,,,SOX,71.31982,
New Zealand,NZL,,2016,,,,,,,,SOX,64.724,
New Zealand,NZL,,2017,,,,,,,,SOX,66.14267,
New Zealand,NZL,,2018,,,,,,,,SOX,66.66658,
New Zealand,NZL,,2019,,,,,,,,SOX,73.65738,
New Zealand,NZL,,2020,,,,,,,,SOX,67.82143,
New Zealand,NZL,,2021,,,,,,,,SOX,72.12191,
Monaco,MCO,,1990,,,,,,,,PM2_5,0.02096548,
Monaco,MCO,,1991,,,,,,,,PM2_5,0.02230273,
Monaco,MCO,,1992,,,,,,,,PM2_5,0.02473212,
Monaco,MCO,,1993,,,,,,,,PM2_5,0.02387852,
Monaco,MCO,,1994,,,,,,,,PM2_5,0.02349872,
Monaco,MCO,,1995,,,,,,,,PM2_5,0.02248267,
Monaco,MCO,,1996,,,,,,,,PM2_5,0.02239001,
Monaco,MCO,,1997,,,,,,,,PM2_5,0.02164969,
Monaco,MCO,,1998,,,,,,,,PM2_5,0.0205878,
Monaco,MCO,,1999,,,,,,,,PM2_5,0.0199852,
Monaco,MCO,,2000,,,,,,,,PM2_5,0.01889544,
Monaco,MCO,,2001,,,,,,,,PM2_5,0.01960856,
Monaco,MCO,,2002,,,,,,,,PM2_5,0.01793427,
Monaco,MCO,,2003,,,,,,,,PM2_5,0.01760056,
Monaco,MCO,,2004,,,,,,,,PM2_5,0.01646837,
Monaco,MCO,,2005,,,,,,,,PM2_5,0.01555076,
Monaco,MCO,,2006,,,,,,,,PM2_5,0.01478266,
Monaco,MCO,,2007,,,,,,,,PM2_5,0.01445923,
Monaco,MCO,,2008,,,,,,,,PM2_5,0.01357612,
Monaco,MCO,,2009,,,,,,,,PM2_5,0.01253988,
Monaco,MCO,,2010,,,,,,,,PM2_5,0.01121088,
Monaco,MCO,,2011,,,,,,,,PM2_5,0.0110596,
Monaco,MCO,,2012,,,,,,,,PM2_5,0.01019631,
Monaco,MCO,,2013,,,,,,,,PM2_5,0.009460689,
Monaco,MCO,,2014,,,,,,,,PM2_5,0.008784106,
Monaco,MCO,,2015,,,,,,,,PM2_5,0.009528773,
Monaco,MCO,,2016,,,,,,,,PM2_5,0.00852298,
Monaco,MCO,,2017,,,,,,,,PM2_5,0.007478382,
Monaco,MCO,,2018,,,,,,,,PM2_5,0.007252554,
Monaco,MCO,,2019,,,,,,,,PM2_5,0.006747904,
Monaco,MCO,,2020,,,,,,,,PM2_5,0.005851799,
Monaco,MCO,,2021,,,,,,,,PM2_5,0.005510622,
Monaco,MCO,,2022,,,,,,,,PM2_5,0.005980854,
Georgia,GEO,,1990,,,,,,,,PM2_5,19.87236,
Georgia,GEO,,1991,,,,,,,,PM2_5,18.20001,
Georgia,GEO,,1992,,,,,,,,PM2_5,23.35526,
Georgia,GEO,,1993,,,,,,,,PM2_5,33.36317,
Georgia,GEO,,1994,,,,,,,,PM2_5,8.676818,
Georgia,GEO,,1995,,,,,,,,PM2_5,22.74677,
Georgia,GEO,,1996,,,,,,,,PM2_5,29.87202,
Georgia,GEO,,1997,,,,,,,,PM2_5,24.21303,
Georgia,GEO,,1998,,,,,,,,PM2_5,22.12235,
Georgia,GEO,,1999,,,,,,,,PM2_5,20.93804,
Georgia,GEO,,2000,,,,,,,,PM2_5,19.9604,
Georgia,GEO,,2001,,,,,,,,PM2_5,19.60587,
Georgia,GEO,,2002,,,,,,,,PM2_5,19.63838,
Georgia,GEO,,2003,,,,,,,,PM2_5,19.71651,
Georgia,GEO,,2004,,,,,,,,PM2_5,19.89037,
Georgia,GEO,,2005,,,,,,,,PM2_5,10.89082,
Georgia,GEO,,2006,,,,,,,,PM2_5,11.69073,
Georgia,GEO,,2007,,,,,,,,PM2_5,12.38788,
Georgia,GEO,,2008,,,,,,,,PM2_5,11.8489,
Georgia,GEO,,2009,,,,,,,,PM2_5,11.83361,
Georgia,GEO,,2010,,,,,,,,PM2_5,11.27077,
Georgia,GEO,,2011,,,,,,,,PM2_5,9.984506,
Georgia,GEO,,2012,,,,,,,,PM2_5,10.00097,
Georgia,GEO,,2013,,,,,,,,PM2_5,16.82054,
Georgia,GEO,,2014,,,,,,,,PM2_5,16.33955,
Georgia,GEO,,2015,,,,,,,,PM2_5,14.43503,
Georgia,GEO,,2016,,,,,,,,PM2_5,14.15859,
Georgia,GEO,,2017,,,,,,,,PM2_5,13.45343,
Georgia,GEO,,2018,,,,,,,,PM2_5,10.60575,
Georgia,GEO,,2019,,,,,,,,PM2_5,9.815176,
Georgia,GEO,,2020,,,,,,,,PM2_5,9.213741,
Georgia,GEO,,2021,,,,,,,,PM2_5,9.737824,
Georgia,GEO,,2022,,,,,,,,PM2_5,8.325994,
New Zealand,NZL,,1990,,,,,,,,CO,604.2446,
New Zealand,NZL,,1991,,,,,,,,CO,595.3261,
New Zealand,NZL,,1992,,,,,,,,CO,602.1111,
New Zealand,NZL,,1993,,,,,,,,CO,605.7361,
New Zealand,NZL,,1994,,,,,,,,CO,634.1698,
New Zealand,NZL,,1995,,,,,,,,CO,639.2787,
New Zealand,NZL,,1996,,,,,,,,CO,639.5875,
New Zealand,NZL,,1997,,,,,,,,CO,655.2942,
New Zealand,NZL,,1998,,,,,,,,CO,658.7094,
New Zealand,NZL,,1999,,,,,,,,CO,671.0974,
New Zealand,NZL,,2000,,,,,,,,CO,670.9211,
New Zealand,NZL,,2001,,,,,,,,CO,677.1796,
New Zealand,NZL,,2002,,,,,,,,CO,696.0393,
New Zealand,NZL,,2003,,,,,,,,CO,712.6302,
New Zealand,NZL,,2004,,,,,,,,CO,730.2571,
New Zealand,NZL,,2005,,,,,,,,CO,722.9335,
New Zealand,NZL,,2006,,,,,,,,CO,724.036,
New Zealand,NZL,,2007,,,,,,,,CO,739.3082,
New Zealand,NZL,,2008,,,,,,,,CO,719.484,
New Zealand,NZL,,2009,,,,,,,,CO,704.4068,
New Zealand,NZL,,2010,,,,,,,,CO,717.1749,
New Zealand,NZL,,2011,,,,,,,,CO,704.8567,
New Zealand,NZL,,2012,,,,,,,,CO,697.6591,
New Zealand,NZL,,2013,,,,,,,,CO,696.1772,
New Zealand,NZL,,2014,,,,,,,,CO,692.8296,
New Zealand,NZL,,2015,,,,,,,,CO,701.146,
New Zealand,NZL,,2016,,,,,,,,CO,714.9827,
New Zealand,NZL,,2017,,,,,,,,CO,726.2415,
New Zealand,NZL,,2018,,,,,,,,CO,717.392,
New Zealand,NZL,,2019,,,,,,,,CO,721.4979,
New Zealand,NZL,,2020,,,,,,,,CO,657.3339,
New Zealand,NZL,,2021,,,,,,,,CO,670.3232,
Tajikistan,TJK,,1990,,,,,,,,NH3,49.43184,
Tajikistan,TJK,,1991,,,,,,,,NH3,46.20935,
Tajikistan,TJK,,1992,,,,,,,,NH3,42.98685,
Tajikistan,TJK,,1993,,,,,,,,NH3,39.76436,
Tajikistan,TJK,,1994,,,,,,,,NH3,36.54186,
Tajikistan,TJK,,1995,,,,,,,,NH3,33.31937,
Tajikistan,TJK,,1996,,,,,,,,NH3,33.14605,
Tajikistan,TJK,,1997,,,,,,,,NH3,32.97274,
Tajikistan,TJK,,1998,,,,,,,,NH3,32.79943,
Tajikistan,TJK,,1999,,,,,,,,NH3,32.62611,
Tajikistan,TJK,,2000,,,,,,,,NH3,32.46284,
Tajikistan,TJK,,2001,,,,,,,,NH3,35.02028,
Tajikistan,TJK,,2002,,,,,,,,NH3,37.57699,
Tajikistan,TJK,,2003,,,,,,,,NH3,40.13403,
Tajikistan,TJK,,2004,,,,,,,,NH3,42.69107,
Tajikistan,TJK,,2005,,,,,,,,NH3,45.24846,
Tajikistan,TJK,,2006,,,,,,,,NH3,46.74959,
Tajikistan,TJK,,2007,,,,,,,,NH3,48.25093,
Tajikistan,TJK,,2008,,,,,,,,NH3,49.75297,
Tajikistan,TJK,,2009,,,,,,,,NH3,51.25489,
Tajikistan,TJK,,2010,,,,,,,,NH3,52.75595,
Tajikistan,TJK,,2011,,,,,,,,NH3,53.49226,
Tajikistan,TJK,,2012,,,,,,,,NH3,54.2286,
Tajikistan,TJK,,2013,,,,,,,,NH3,54.96498,
Tajikistan,TJK,,2014,,,,,,,,NH3,55.70139,
Tajikistan,TJK,,2015,,,,,,,,NH3,56.43776,
Tajikistan,TJK,,2016,,,,,,,,NH3,57.16846,
Tajikistan,TJK,,2017,,,,,,,,NH3,57.89949,
Tajikistan,TJK,,2018,,,,,,,,NH3,58.63057,
Tajikistan,TJK,,2019,,,,,,,,NH3,59.36166,
Tajikistan,TJK,,2020,,,,,,,,NH3,60.06377,
Tajikistan,TJK,,2021,,,,,,,,NH3,60.09206,
Tajikistan,TJK,,2022,,,,,,,,NH3,60.84203,
Colombia,COL,,2010,,,,,,,,PM10,221.235,
Colombia,COL,,2011,,,,,,,,PM10,220.011,
Colombia,COL,,2012,,,,,,,,PM10,222.554,
Colombia,COL,,2013,,,,,,,,PM10,220.285,
Colombia,COL,,2014,,,,,,,,PM10,221.403,
Colombia,COL,,2015,,,,,,,,PM10,215.319,
Colombia,COL,,2016,,,,,,,,PM10,213.617,
Colombia,COL,,2017,,,,,,,,PM10,210.125,
Colombia,COL,,2018,,,,,,,,PM10,214.199,
Portugal,PRT,,1990,,,,,,,,NH3,67.62034,
Portugal,PRT,,1991,,,,,,,,NH3,67.62052,
Portugal,PRT,,1992,,,,,,,,NH3,66.66,
Portugal,PRT,,1993,,,,,,,,NH3,65.76612,
Portugal,PRT,,1994,,,,,,,,NH3,65.25738,
Portugal,PRT,,1995,,,,,,,,NH3,65.06809,
Portugal,PRT,,1996,,,,,,,,NH3,66.2293,
Portugal,PRT,,1997,,,,,,,,NH3,65.48307,
Portugal,PRT,,1998,,,,,,,,NH3,63.54247,
Portugal,PRT,,1999,,,,,,,,NH3,66.3847,
Portugal,PRT,,2000,,,,,,,,NH3,68.70238,
Portugal,PRT,,2001,,,,,,,,NH3,65.97495,
Portugal,PRT,,2002,,,,,,,,NH3,63.94437,
Portugal,PRT,,2003,,,,,,,,NH3,60.39738,
Portugal,PRT,,2004,,,,,,,,NH3,61.49323,
