REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,88
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,95.6
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,97.3
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,97.4
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,97.8
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,97.7
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,97.1
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,96.2
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,95
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,96.1
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,95.4
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,96.3
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,96.9
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,96.1
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,96.5
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,97.6
BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,94.5
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,81
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,82.1
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,86.5
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,89.6
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,89.4
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,93.7
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,90.8
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,91.9
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,94.4
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,90.4
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.3
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,90
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,87.2
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,89.8
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,88.1
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,92
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,89.8
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,84.7
LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,84.1
COL,Colombia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,92.3
COL,Colombia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,92.4
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,91.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,91.4
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,91.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,89.7
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,88.1
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,88.1
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,89.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,89.4
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,88.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,86.4
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,83.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,89.5
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,88.3
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,88.6
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,86.5
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,87.4
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.3
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,85.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,83.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,86.5
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,85
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,83
NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,84
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,92.1
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,95.1
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,96.2
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,94.2
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,95.3
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,95
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,96
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,95.5
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,93.9
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,95.3
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,95.8
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.9
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,96.1
